,Res,ksStat,pValue
0,SMOTER_bin,0.0833993951587275,0.005975637546857423
1,SMOTER_bin_t,0.08365131605556589,0.005769833624014587
2,SMOTER_bin_r,0.11161453560462749,6.100753862849503e-05
3,SMOTER_bin_tr,0.10934724753308195,9.263285125170717e-05
4,GAN_FNN_e0,0.05512411729035035,0.47547937471240165
5,SMOTER_regular,0.05159254163699591,0.21334963287556982
