,Res,ksStat,pValue
0,SMOTER_bin,0.07061493870652719,0.001206561504816514
1,SMOTER_bin_t,0.07703657236177122,0.000295523940506831
2,SMOTER_bin_r,0.10010190845666861,6.859094278266113e-07
3,SMOTER_bin_tr,0.10573073610814646,1.2264124654354423e-07
4,GAN_CNN_e0,0.24987180187541727,7.708467243860407e-41
5,GAN_FNN_e0,0.0,1.0
6,SMOTER_regular,0.015102741357295335,0.9951388196057477
