,Res,ksStat,pValue
0,SMOTER_bin,0.06843228845506824,0.0018927300178293006
1,SMOTER_bin_t,0.08078251543407378,0.0001229147222300936
2,SMOTER_bin_r,0.09934875462499851,8.57390158472268e-07
3,SMOTER_bin_tr,0.10516587073439387,1.4639380034260929e-07
4,GAN_CNN_e100,0.9253436264356995,0.0
5,GAN_CNN_e110,0.9253436264356995,0.0
6,GAN_FNN_e100,0.18283587405942867,3.0381218212261994e-21
7,GAN_FNN_e110,0.10534571360725944,1.7131496369112319e-07
8,SMOTER_regular,0.015102741357295335,0.9951388196057477
