,Res,ksStat,pValue
0,SMOTER_bin,0.11524603575220616,0.00014932379097894592
1,SMOTER_bin_t,0.11651668378270175,0.00012098133703720241
2,SMOTER_bin_r,0.1119423508729177,0.0002553111294744332
3,SMOTER_bin_tr,0.11575429496440437,0.0001373048906603613
4,GAN_CNN_e100,0.9664258817659107,0.0
5,GAN_CNN_e110,0.9664258817659107,0.0
6,GAN_FNN_e100,0.4159311925874756,1.7501515946799744e-55
7,GAN_FNN_e110,0.3465793333266819,5.712638196529363e-38
8,SMOTER_regular,0.03797851895297862,0.6723488095117103
