,Res,ksStat,pValue
0,SMOTER_bin,0.07832489536524345,0.010925107353730435
1,SMOTER_bin_t,0.09177821779047751,0.0015753939898184419
2,SMOTER_bin_r,0.12050287918489622,8.999972781200073e-06
3,SMOTER_bin_tr,0.117791663208483,1.556340090812206e-05
4,GAN_CNN_e100,0.0,1.0
5,GAN_CNN_e110,0.0,1.0
6,GAN_FNN_e100,0.03737282354705589,0.8923030249363807
7,GAN_FNN_e110,0.055147348926156116,0.4598535197491976
8,SMOTER_regular,0.016868465158756105,0.9996365558017679
