,Res,ksStat,pValue
0,SMOTER_bin,0.08986505105270604,4.212644104913977e-05
1,SMOTER_bin_t,0.09038861126213005,3.7149915501047326e-05
2,SMOTER_bin_r,0.08052822731797649,0.0003505414293779612
3,SMOTER_bin_tr,0.08105178752740061,0.0003131971129963612
4,GAN_CNN_e70,0.9373209803906967,0.0
5,GAN_CNN_e80,0.9373209803906967,0.0
6,GAN_FNN_e100,0.08262441418197203,0.0002782926104166952
7,GAN_FNN_e110,0.05725898335416142,0.029027507502059936
8,SMOTER_regular,0.018919042827900336,0.9682160432484896
