,Res,ksStat,pValue
0,SMOTER_bin,0.09551589714633194,0.003023402891400444
1,SMOTER_bin_t,0.09951190114233592,0.0017390188067580564
2,SMOTER_bin_r,0.12361008556660731,3.819427303670208e-05
3,SMOTER_bin_tr,0.1296040915606133,1.298491548204769e-05
4,GAN_CNN_e100,0.920343243712809,7.8e-322
5,GAN_CNN_e110,0.920343243712809,7.8e-322
6,GAN_FNN_e100,0.3067043782659429,9.313306031596755e-29
7,GAN_FNN_e110,0.2845618206521739,4.534144778594997e-25
8,SMOTER_regular,0.06361741296226109,0.1107912550219496
