,Res,ksStat,pValue
0,SMOTER_bin,0.08795575281064924,0.025453240757817852
1,SMOTER_bin_t,0.09204434151962934,0.016839951583687215
2,SMOTER_bin_r,0.10978786692513162,0.0022549140035480787
3,SMOTER_bin_tr,0.10871250174904057,0.00257299985983658
4,GAN_CNN_e100,0.9744600770678377,0.0
5,GAN_CNN_e110,0.9744600770678377,0.0
6,GAN_FNN_e100,0.006689734717416378,1.0
7,GAN_FNN_e110,0.006761695906432748,1.0
8,SMOTER_regular,0.018286926944273096,0.9999703042814209
