,Res,ksStat,pValue
0,SMOTER_bin,0.134918019279888,2.2076668238250026e-05
1,SMOTER_bin_t,0.13920243882343253,1.0567861438695042e-05
2,SMOTER_bin_r,0.1413446485952048,7.247895755688103e-06
3,SMOTER_bin_tr,0.14085029249402659,7.9109993091753e-06
